PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Country,ExternalSourceRow,NormalizedName,NormalizedTicket,NameMatch,TicketMatch,NameAndTicketMatch,NameOrTicketMatch,MatchedTrainingIdsByName,MatchedTrainingIdsByTicket,OverlapEvidence
25,0,1,"Allison, Mr. Hudson Joshua Creighton",male,30.0,1,2,113781.0,151.16,,S,Canada,25,allison mr hudson joshua creighton,1137810,False,False,False,False,[],[],none
26,0,1,"Allison, Mrs. Bessie Waldo",female,25.0,1,2,113781.0,151.16,,S,United States,26,allison mrs bessie waldo,1137810,False,False,False,False,[],[],none
27,0,3,"Allum, Mr. Owen George",male,18.0,0,0,2223.0,8.06,,S,England,27,allum mr owen george,22230,True,False,False,True,[835],[],name_only
28,0,3,"Al-Munà, Mr. Farīd Husayn Qāsim",male,19.0,0,0,2700.0,7.0407,,C,Lebanon,28,al muna mr farid husayn qasim,27000,False,False,False,False,[],[],none
29,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,350046.0,7.1701,,S,Denmark,29,andersen jensen miss carla christine nielsine,3500460,True,False,False,True,[193],[],name_only
30,0,3,"Andersen, Mr. Albert Karvin",male,33.0,0,0,4001.0,22.1006,,S,Norway,30,andersen mr albert karvin,40010,False,False,False,False,[],[],none
31,1,1,"Anderson, Mr. Harry",male,47.0,0,0,19952.0,26.11,,S,United States,31,anderson mr harry,199520,True,False,False,True,[461],[],name_only
32,0,3,"Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,347082.0,31.0506,,S,Sweden,32,andersson master sigvard harald elias,3470820,True,False,False,True,[851],[],name_only
33,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,4,2,347082.0,31.0506,,S,Sweden,33,andersson miss ebba iris alfrida,3470820,True,False,False,True,[814],[],name_only
34,0,3,"Andersson, Miss. Ellis Anna Maria",female,2.0,4,2,347082.0,31.0506,,S,Sweden,34,andersson miss ellis anna maria,3470820,True,False,False,True,[120],[],name_only
35,1,3,"Andersson, Miss. Erna Alexandra",female,16.0,4,2,3101281.0,7.1806,,S,Finland,35,andersson miss erna alexandra,31012810,True,False,False,True,[69],[],name_only
36,0,3,"Andersson, Miss. Ida Augusta Margareta",female,38.0,4,2,347091.0,7.1506,,S,Sweden,36,andersson miss ida augusta margareta,3470910,False,False,False,False,[],[],none
37,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,347082.0,31.0506,,S,Sweden,37,andersson miss ingeborg constanzia,3470820,True,False,False,True,[542],[],name_only
38,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082.0,31.0506,,S,Sweden,38,andersson miss sigrid elisabeth,3470820,True,False,False,True,[543],[],name_only
39,0,3,"Andersson, Mr. Anders Johan",male,39.0,1,5,347082.0,31.0506,,S,Sweden,39,andersson mr anders johan,3470820,True,False,False,True,[14],[],name_only
40,0,3,"Andersson, Mr. Johan Samuel",male,26.0,0,0,347075.0,7.1506,,S,Sweden,40,andersson mr johan samuel,3470750,False,False,False,False,[],[],none
41,0,3,"Andersson, Mrs. Alfrida Konstantia Brogren",female,39.0,1,5,347082.0,31.0506,,S,Sweden,41,andersson mrs alfrida konstantia brogren,3470820,False,False,False,False,[],[],none
42,0,3,"Andreasson, Mr. Pål Edvin",male,20.0,0,0,347466.0,7.1701,,S,Sweden,42,andreasson mr pal edvin,3474660,False,False,False,False,[],[],none
43,0,2,"Andrew, Mr. Edgar Samuel",male,17.0,0,0,231945.0,11.1,,S,Argentina,43,andrew mr edgar samuel,2319450,False,False,False,False,[],[],none
44,0,2,"Andrew, Mr. Frank Thomas",male,27.0,0,0,34050.0,10.1,,S,England,44,andrew mr frank thomas,340500,False,False,False,False,[],[],none
45,1,1,"Andrews, Miss. Kornelia Theodosia",female,62.0,1,0,13502.0,77.1902,,C,United States,45,andrews miss kornelia theodosia,135020,True,False,False,True,[276],[],name_only
46,0,1,"Andrews, Mr. Thomas",male,39.0,0,0,112050.0,,,B,Northern Ireland,46,andrews mr thomas,1120500,False,False,False,False,[],[],none
47,0,3,"Angheloff, Mr. Minko",male,26.0,0,0,349202.0,7.1711,,S,Bulgaria,47,angheloff mr minko,3492020,False,False,False,False,[],[],none
48,1,2,"Angle, Mrs. Florence Agnes",female,36.0,1,0,226875.0,26.0,,S,England,48,angle mrs florence agnes,2268750,False,False,False,False,[],[],none
49,0,2,"Angle, Mr. William",male,31.0,1,0,226875.0,26.0,,S,England,49,angle mr william,2268750,False,False,False,False,[],[],none
50,1,1,"Appleton, Mrs. Charlotte",female,53.0,2,0,11769.0,51.0907,,S,United States,50,appleton mrs charlotte,117690,False,False,False,False,[],[],none
51,0,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237.0,17.16,,S,Switzerland,51,arnold franchi mr josef,3492370,True,False,False,True,[354],[],name_only
52,0,3,"Arnold-Franchi, Mrs. Josefine",female,18.0,1,0,349237.0,17.16,,S,Switzerland,52,arnold franchi mrs josefine,3492370,False,False,False,False,[],[],none
53,0,3,"Aronsson, Mr. Ernst Axel Algot",male,25.0,0,0,349911.0,7.1506,,S,Sweden,53,aronsson mr ernst axel algot,3499110,False,False,False,False,[],[],none
54,0,1,"Artagaveytia, Mr. Ramon",male,71.0,0,0,17609.0,49.1001,,C,Argentina,54,artagaveytia mr ramon,176090,True,False,False,True,[494],[],name_only
55,0,2,"Ashby, Mr. John",male,57.0,0,0,244346.0,13.0,,S,England,55,ashby mr john,2443460,False,False,False,False,[],[],none
56,0,3,"Asim, Mr. Adola",male,35.0,0,0,3101310.0,7.01,,S,Argentina,56,asim mr adola,31013100,True,False,False,True,[364],[],name_only
57,0,3,"Asplund, Master. Carl Edgar",male,5.0,4,2,347077.0,31.0709,,S,Sweden,57,asplund master carl edgar,3470770,False,False,False,False,[],[],none
58,0,3,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,4,2,347077.0,31.0709,,S,Sweden,58,asplund master clarence gustaf hugo,3470770,True,False,False,True,[183],[],name_only
59,1,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077.0,31.0709,,S,Sweden,59,asplund master edvin rojj felix,3470770,True,False,False,True,[262],[],name_only
60,0,3,"Asplund, Master. Filip Oscar",male,13.0,4,2,347077.0,31.0709,,S,Sweden,60,asplund master filip oscar,3470770,False,False,False,False,[],[],none
61,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077.0,31.0709,,S,Sweden,61,asplund miss lillian gertrud,3470770,True,False,False,True,[234],[],name_only
62,0,3,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,40.0,1,5,347077.0,31.0709,,S,Sweden,62,asplund mr carl oscar vilhelm gustafsson,3470770,False,False,False,False,[],[],none
63,1,3,"Asplund, Mr. Johan Charles",male,23.0,0,0,350054.0,7.1511,,S,Sweden,63,asplund mr johan charles,3500540,False,False,False,False,[],[],none
64,1,3,"Asplund, Mrs. Selma Augusta Emilia",female,38.0,1,5,347077.0,31.0709,,S,Sweden,64,asplund mrs selma augusta emilia,3470770,False,False,False,False,[],[],none
65,1,3,"Assaf, Mrs. Mariana",female,45.0,0,0,2696.0,7.0406,,C,Lebanon,65,assaf mrs mariana,26960,False,False,False,False,[],[],none
66,0,3,"Assam, Mr. Ali",male,23.0,0,0,3101309.0,7.01,,S,Argentina,66,assam mr ali,31013090,False,False,False,False,[],[],none
67,0,1,"Astor, Colonel. John Jacob",male,47.0,1,0,17757.0,247.1006,,C,United States,67,astor colonel john jacob,177570,False,False,False,False,[],[],none
68,1,1,"Astor, Mrs. Madeleine Talmage",female,18.0,1,0,17757.0,247.1006,,C,United States,68,astor mrs madeleine talmage,177570,False,False,False,False,[],[],none
69,0,3,"Attalah, Miss. Malake",female,17.0,0,0,2627.0,14.0902,,C,Lebanon,69,attalah miss malake,26270,True,False,False,True,[115],[],name_only
70,0,3,"Attala, Mr. Sleiman",male,27.0,0,0,2694.0,7.0406,,C,Canada,70,attala mr sleiman,26940,False,False,False,False,[],[],none
71,1,1,"Aubart, Mme. Léontine Pauline",female,24.0,0,0,17477.0,69.06,,C,France,71,aubart mme leontine pauline,174770,True,False,False,True,[370],[],name_only
72,0,3,"Augustsson, Mr. Albert",male,23.0,0,0,347468.0,7.1701,,S,Sweden,72,augustsson mr albert,3474680,True,False,False,True,[834],[],name_only
73,1,3,"Ayoub Daher, Miss. Banoura",female,15.0,0,0,2687.0,7.0407,,C,Lebanon,73,ayoub daher miss banoura,26870,False,False,False,False,[],[],none
74,0,3,"Backström, Mr. Karl Alfred",male,32.0,1,0,3101278.0,15.17,,S,Finland,74,backstrom mr karl alfred,31012780,True,False,False,True,[207],[],name_only
75,1,3,"Backström, Mrs. Maria Mathilda",female,33.0,3,0,3101278.0,15.17,,S,Finland,75,backstrom mrs maria mathilda,31012780,False,False,False,False,[],[],none
76,1,3,"Baclini, Miss. Eugenie",female,3.0,2,1,2666.0,19.0502,,C,Lebanon,76,baclini miss eugenie,26660,True,False,False,True,[645],[],name_only
77,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666.0,19.0502,,C,Lebanon,77,baclini miss helene barbara,26660,True,False,False,True,[470],[],name_only
78,1,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666.0,19.0502,,C,Lebanon,78,baclini miss marie catherine,26660,True,False,False,True,[449],[],name_only
79,1,3,"Baclini, Mrs. Latifa",female,23.0,0,3,2666.0,19.0502,,C,Lebanon,79,baclini mrs latifa,26660,False,False,False,False,[],[],none
80,1,3,"Badman, Miss. Emily Louisa",female,18.0,0,0,31416.0,8.01,,S,England,80,badman miss emily louisa,314160,False,False,False,False,[],[],none
81,0,3,"Badt, Mr. Mohamed",male,40.0,0,0,2623.0,7.0406,,C,Lebanon,81,badt mr mohamed,26230,True,False,False,True,[662],[],name_only
82,0,2,"Bailey, Mr. Percy",male,18.0,0,0,29108.0,11.1,,S,England,82,bailey mr percy,291080,False,False,False,False,[],[],none
83,0,2,"Bainbrigge, Mr. Charles Robert",male,22.0,0,0,31030.0,10.1,,S,Channel Islands,83,bainbrigge mr charles robert,310300,False,False,False,False,[],[],none
84,0,3,"Balkic, Mr. Cerin",male,26.0,0,0,349248.0,7.1711,,S,Bosnia,84,balkic mr cerin,3492480,True,False,False,True,[871],[],name_only
85,1,2,"Balls, Mrs. Ada E.",female,36.0,0,0,28551.0,13.0,,S,England,85,balls mrs ada e,285510,False,False,False,False,[],[],none
86,0,2,"Banfield, Mr. Frederick James",male,28.0,0,0,34068.0,10.1,,S,England,86,banfield mr frederick james,340680,True,False,False,True,[884],[],name_only
87,1,3,"Banski, Mrs. Mara",female,31.0,0,0,349244.0,8.1308,,S,Hungary,87,banski mrs mara,3492440,False,False,False,False,[],[],none
88,0,3,"Barbara, Miss. Saiide",female,18.0,0,1,2691.0,14.0901,,C,Lebanon,88,barbara miss saiide,26910,True,False,False,True,[703],[],name_only
89,0,3,"Barbara, Mrs. Catherine David",female,45.0,0,1,2691.0,14.0901,,C,Lebanon,89,barbara mrs catherine david,26910,True,False,False,True,[363],[],name_only
90,1,1,"Barber, Miss. Ellen Mary",female,27.0,0,0,19877.0,78.17,,S,,90,barber miss ellen mary,198770,False,False,False,False,[],[],none
91,1,1,"Barkworth, Mr. Algernon Henry",male,47.0,0,0,27042.0,30.0,,S,England,91,barkworth mr algernon henry,270420,False,False,False,False,[],[],none
92,0,3,"Barry, Miss. Julia",female,30.0,0,0,330844.0,7.1707,,Q,Ireland,92,barry miss julia,3308440,False,False,False,False,[],[],none
93,0,3,"Barton, Mr. David John",male,22.0,0,0,324669.0,8.01,,S,England,93,barton mr david john,3246690,True,False,False,True,[113],[],name_only
94,1,1,"Bassani, Mrs. Albina",female,32.0,0,0,11813.0,76.051,,C,Italy,94,bassani mrs albina,118130,False,False,False,False,[],[],none
95,0,2,"Bateman, Revd. Robert James",male,52.0,0,0,1166.0,12.1006,,S,England,95,bateman revd robert james,11660,False,False,False,False,[],[],none
96,0,3,"Batoshev, Mr. Hristo Lalev",male,23.0,0,0,349217.0,7.1711,,S,Bulgaria,96,batoshev mr hristo lalev,3492170,False,False,False,False,[],[],none
97,0,1,"Baumann, Mr. John D.",male,60.0,0,0,17318.0,25.1806,,C,United States,97,baumann mr john d,173180,True,False,False,True,[169],[],name_only
98,0,1,"Baxter, Mr. Quigg Edmond",male,24.0,0,1,17558.0,247.1005,,C,Canada,98,baxter mr quigg edmond,175580,True,False,False,True,[119],[],name_only
99,1,1,"Baxter, Mrs. Hélène",female,50.0,0,1,17558.0,247.1005,,C,Canada,99,baxter mrs helene,175580,False,False,False,False,[],[],none
100,1,2,"Beane, Mr. Edward",male,32.0,1,0,2908.0,26.0,,S,England,100,beane mr edward,29080,True,False,False,True,[544],[],name_only
101,1,2,"Beane, Mrs. Ethel",female,22.0,1,0,2908.0,26.0,,S,England,101,beane mrs ethel,29080,False,False,False,False,[],[],none
102,0,1,"Beattie, Mr. Thomson",male,36.0,0,0,13050.0,75.041,,S,Canada,102,beattie mr thomson,130500,False,False,False,False,[],[],none
103,0,2,"Beauchamp, Mr. Henry James",male,44.0,0,0,244358.0,26.0,,S,England,103,beauchamp mr henry james,2443580,False,False,False,False,[],[],none
104,0,3,"Beavan, Mr. William Thomas",male,20.0,0,0,323951.0,8.01,,S,England,104,beavan mr william thomas,3239510,True,False,False,True,[373],[],name_only
105,1,2,"Becker, Master. Richard F.",male,1.0,2,1,230136.0,39.0,,S,India,105,becker master richard f,2301360,True,False,False,True,[184],[],name_only
106,1,2,"Becker, Miss. Marion Louise",female,4.0,2,1,230136.0,39.0,,S,India,106,becker miss marion louise,2301360,True,False,False,True,[619],[],name_only
107,1,2,"Becker, Miss. Ruth Elizabeth",female,12.0,2,1,230136.0,39.0,,S,India,107,becker miss ruth elizabeth,2301360,False,False,False,False,[],[],none
108,1,2,"Becker, Mrs. Nellie E.",female,35.0,0,3,230136.0,39.0,,S,United States,108,becker mrs nellie e,2301360,False,False,False,False,[],[],none
109,1,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,11751.0,52.1101,,S,United States,109,beckwith mr richard leonard,117510,True,False,False,True,[249],[],name_only
110,1,1,"Beckwith, Mrs. Sallie",female,46.0,1,1,11751.0,52.1101,,S,United States,110,beckwith mrs sallie,117510,False,False,False,False,[],[],none
111,1,2,"Beesley, Mr. Lawrence",male,34.0,0,0,248698.0,13.0,,S,England,111,beesley mr lawrence,2486980,True,False,False,True,[22],[],name_only
112,1,1,"Behr, Mr. Karl Howell",male,26.0,0,0,111369.0,30.0,,C,United States,112,behr mr karl howell,1113690,True,False,False,True,[890],[],name_only
113,0,3,"Bengtsson, Mr. Johan Viktor",male,26.0,0,0,347068.0,7.1506,,S,Sweden,113,bengtsson mr johan viktor,3470680,False,False,False,False,[],[],none
114,1,2,"Bentham, Miss. Lillian W.",female,19.0,0,0,28404.0,13.0,,S,United States,114,bentham miss lillian w,284040,False,False,False,False,[],[],none
115,0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,4348.0,9.07,,S,Finland,115,berglund mr karl ivar sven,43480,True,False,False,True,[226],[],name_only
116,0,2,"Berriman, Mr. William John",male,23.0,0,0,28425.0,13.0,,S,England,116,berriman mr william john,284250,True,False,False,True,[734],[],name_only
117,1,1,"Bessette, Miss. Nellie Mayo",female,39.0,0,0,17760.0,63.0702,,C,United States,117,bessette miss nellie mayo,177600,False,False,False,False,[],[],none
118,1,1,"Bidois, Miss. Rosalie",female,46.0,0,0,17757.0,247.1006,,C,,118,bidois miss rosalie,177570,True,False,False,True,[381],[],name_only
119,1,3,"Bing, Mr. Lee",male,32.0,0,0,1601.0,56.0911,,S,,119,bing mr lee,16010,True,False,False,True,[75],[],name_only
120,1,1,"Bird, Miss. Ellen",female,31.0,0,0,17483.0,221.1507,,S,England,120,bird miss ellen,174830,False,False,False,False,[],[],none
121,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992.0,7.1506,,S,Norway,121,birkeland mr hans martin monsen,3129920,True,False,False,True,[409],[],name_only
122,0,1,"Birnbaum, Mr. Jakob",male,24.0,0,0,13905.0,26.0,,C,,122,birnbaum mr jakob,139050,False,False,False,False,[],[],none
123,1,1,"Bishop, Mr. Dickinson H.",male,25.0,1,0,11967.0,91.0107,,C,United States,123,bishop mr dickinson h,119670,True,False,False,True,[485],[],name_only
124,1,1,"Bishop, Mrs. Helen",female,19.0,1,0,11967.0,91.0107,,C,United States,124,bishop mrs helen,119670,False,False,False,False,[],[],none
125,0,3,"Björklund, Mr. Ernst Herbert",male,18.0,0,0,347090.0,7.15,,S,Sweden,125,bjorklund mr ernst herbert,3470900,False,False,False,False,[],[],none
126,1,1,"Björnström-Steffansson, Mr. Mauritz Hokan",male,28.0,0,0,110564.0,26.11,,S,Sweden,126,bjornstrom steffansson mr mauritz hokan,1105640,False,False,False,False,[],[],none
127,0,1,"Blackwell, Mr. Stephen Weart",male,45.0,0,0,113784.0,35.1,,S,United States,127,blackwell mr stephen weart,1137840,True,False,False,True,[340],[],name_only
128,1,1,"Blank, Mr. Henry",male,39.0,0,0,112277.0,31.0,,C,United States,128,blank mr henry,1122770,True,False,False,True,[210],[],name_only
129,1,1,"Bonnell, Miss. Caroline",female,30.0,0,0,36928.0,164.1704,,S,United States,129,bonnell miss caroline,369280,False,False,False,False,[],[],none
130,1,1,"Bonnell, Miss. Elizabeth",female,61.0,0,0,113783.0,26.11,,S,England,130,bonnell miss elizabeth,1137830,True,False,False,True,[12],[],name_only
131,0,1,"Borebank, Mr. John James",male,41.0,0,0,110489.0,26.11,,S,England,131,borebank mr john james,1104890,False,False,False,False,[],[],none
132,0,3,"Bostandyeff, Mr. Guentcho",male,26.0,0,0,349224.0,7.1711,,S,,132,bostandyeff mr guentcho,3492240,True,False,False,True,[629],[],name_only
133,0,2,"Botsford, Mr. William Hull",male,25.0,0,0,237670.0,13.0,,S,United States,133,botsford mr william hull,2376700,False,False,False,False,[],[],none
134,0,3,"Bourke, Miss. Mary",female,40.0,0,2,364848.0,7.15,,Q,Ireland,134,bourke miss mary,3648480,True,False,False,True,[594],[],name_only
135,0,3,"Bourke, Mr. John",male,42.0,1,1,364849.0,15.1,,Q,Ireland,135,bourke mr john,3648490,True,False,False,True,[189],[],name_only
136,0,3,"Bourke, Mrs. Catherine",female,32.0,1,1,364849.0,15.1,,Q,Ireland,136,bourke mrs catherine,3648490,False,False,False,False,[],[],none
137,1,1,"Bowen, Miss. Grace Scott",female,45.0,0,0,17608.0,262.0706,,C,United States,137,bowen miss grace scott,176080,False,False,False,False,[],[],none
138,0,3,"Bowen, Mr. David John 'Dai'",male,26.0,0,0,54636.0,16.02,,S,Wales,138,bowen mr david john dai,546360,True,False,False,True,[625],[],name_only
139,0,2,"Bowenur, Mr. Solomon",male,42.0,0,0,211535.0,13.0,,S,,139,bowenur mr solomon,2115350,False,False,False,False,[],[],none
140,1,1,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,113505.0,55.0,,S,England,140,bowerman miss elsie edith,1135050,True,False,False,True,[357],[],name_only
141,0,2,"Bracken, Mr. James Hollen",male,30.0,0,0,220367.0,13.0,,S,United States,141,bracken mr james hollen,2203670,False,False,False,False,[],[],none
142,1,3,"Bradley, Miss. Bridget Delia",female,22.0,0,0,334914.0,7.1406,,Q,Ireland,142,bradley miss bridget delia,3349140,False,False,False,False,[],[],none
143,0,1,"Brady, Mr. John Bertram",male,41.0,0,0,113054.0,30.1,,S,United States,143,brady mr john bertram,1130540,False,False,False,False,[],[],none
144,0,3,"Braf, Miss. Elin Ester Maria",female,20.0,0,0,347471.0,7.1701,,S,Sweden,144,braf miss elin ester maria,3474710,False,False,False,False,[],[],none
145,0,2,"Brailey, Mr. William Theodore Ronald",male,24.0,,,250654.0,,,S,England,145,brailey mr william theodore ronald,2506540,False,False,False,False,[],[],none
146,0,1,"Brandeis, Mr. Emil Franklin",male,48.0,0,0,17591.0,50.0911,,C,United States,146,brandeis mr emil franklin,175910,False,False,False,False,[],[],none
147,0,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460.0,7.0,,S,England,147,braund mr lewis richard,34600,True,False,False,True,[478],[],name_only
148,0,3,"Braund, Mr. Owen Harris",male,23.0,1,0,21171.0,7.05,,S,England,148,braund mr owen harris,211710,True,False,False,True,[1],[],name_only
149,1,1,"Brereton, Mr. George Andrew",male,37.0,0,0,111427.0,26.11,,S,United States,149,brereton mr george andrew,1114270,False,False,False,False,[],[],none
150,0,1,"Brewe, Dr. Arthur Jackson",male,46.0,0,0,112379.0,39.12,,C,United States,150,brewe dr arthur jackson,1123790,True,False,False,True,[767],[],name_only
151,0,2,"Bricoux, Mr. Roger Marie",male,20.0,,,250654.0,,,S,France,151,bricoux mr roger marie,2506540,False,False,False,False,[],[],none
152,0,2,"Brito, Mr. José Joaquim de",male,32.0,0,0,244360.0,13.0,,S,,152,brito mr jose joaquim de,2443600,False,False,False,False,[],[],none
153,0,3,"Brobäck, Mr. Karl Rudolf",male,22.0,0,0,350045.0,7.1511,,S,Sweden,153,broback mr karl rudolf,3500450,False,False,False,False,[],[],none
154,0,3,"Brocklebank, Mr. William Alfred",male,40.0,0,0,364512.0,8.01,,S,England,154,brocklebank mr william alfred,3645120,True,False,False,True,[615],[],name_only
155,1,2,"Brown, Miss. Amelia Mary",female,18.0,0,0,248733.0,13.0,,S,England,155,brown miss amelia mary,2487330,False,False,False,False,[],[],none
156,1,2,"Brown, Miss. Edith Eileen",female,15.0,0,2,29750.0,39.0,,S,South Africa,156,brown miss edith eileen,297500,False,False,False,False,[],[],none
157,1,1,"Brown, Mrs. Caroline Lane",female,59.0,2,0,11769.0,51.0907,,S,United States,157,brown mrs caroline lane,117690,False,False,False,False,[],[],none
158,1,2,"Brown, Mrs. Elizabeth Catherine",female,40.0,1,1,29750.0,39.0,,S,South Africa,158,brown mrs elizabeth catherine,297500,False,False,False,False,[],[],none
159,1,1,"Brown, Mrs. Margaret",female,44.0,0,0,17610.0,27.1405,,C,United States,159,brown mrs margaret,176100,False,False,False,False,[],[],none
160,0,2,"Brown, Mr. Thomas William Solomon",male,60.0,1,1,29750.0,39.0,,S,South Africa,160,brown mr thomas william solomon,297500,True,False,False,True,[685],[],name_only
161,1,2,"Bryhl, Miss. Dagmar Jenny Ingeborg",female,20.0,1,0,236853.0,26.0,,S,Sweden,161,bryhl miss dagmar jenny ingeborg,2368530,False,False,False,False,[],[],none
162,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,1,0,236853.0,26.0,,S,Sweden,162,bryhl mr kurt arnold gottfrid,2368530,True,False,False,True,[729],[],name_only
163,0,3,"Buckley, Miss. Katherine",female,22.0,0,0,329944.0,7.0508,,Q,Ireland,163,buckley miss katherine,3299440,False,False,False,False,[],[],none
164,1,3,"Buckley, Mr. Daniel",male,21.0,0,0,330920.0,7.1517,,Q,Ireland,164,buckley mr daniel,3309200,False,False,False,False,[],[],none
165,1,1,"Bucknell, Mrs. Emma Eliza",female,58.0,0,0,11813.0,76.051,,C,India,165,bucknell mrs emma eliza,118130,False,False,False,False,[],[],none
166,0,3,"Būlus, Master. Akar",male,7.0,1,1,2678.0,15.0411,,C,Lebanon,166,bulus master akar,26780,False,False,False,False,[],[],none
167,0,3,"Būlus, Miss. Nūr al-'ayn",female,10.0,1,1,2678.0,15.0411,,C,Lebanon,167,bulus miss nur al ayn,26780,False,False,False,False,[],[],none
